0.03005 177.7
0.05008 190.7
0.08013 199.0
0.1803  201.3
0.2904  196.5
0.3706  190.5
0.4607  183.3
0.5308  178.6
0.6711  167.8
0.8013  160.6
0.9916  152.2
1.262   140.2
1.853   122.1
2.283   112.4
2.714   105.1
3.215   96.54
3.836   89.08
4.497   82.79
5.268   77.61
6.010   72.46
6.440   69.85
