6.400   135.8
6.240   136.8
6.050   136.9
5.889   137.9
5.699   137.1
5.529   137.1
5.378   138.2
5.098   138.3
4.707   138.5
4.277   139.6
3.936   139.8
3.495   140.9
3.085   141.1
2.644   141.3
2.313   143.4
1.983   143.5
1.692   145.6
1.392   147.6
1.121   150.6
0.8313  153.6
0.6110  158.5
0.4106  164.4
0.1903  185.5
0.06010 202.8
0.02003 213.3
