0.01806 140.3
0.05132 148.3
0.07120 158.5
0.1512  162.8
0.2380  161.7
0.3382  154.1
0.5519  143.4
0.8925  128.3
1.112   119.6
1.420   110.4
1.653   104.5
1.907   99.09
2.194   94.19
2.548   88.73
2.828   84.36
3.215   79.96
3.636   76.09
4.023   72.23
4.437   68.90
4.937   65.54
5.458   62.71
6.105   59.32
6.412   57.62
