      1.32900     0.927687    -0.180030     0.181961
     0.928900      1.06645    -0.130248     0.126386
     0.668700      1.00780   -0.0995636    0.0995636
     0.551900      1.05000   -0.0861883    0.0823259
     0.478500      1.02353   -0.0727415    0.0785351
     0.404800      1.15800   -0.0670481    0.0689650
     0.344900      1.10221   -0.0689650    0.0689650
     0.294800      1.09076   -0.0689650    0.0689650
     0.241500      1.07360   -0.0632215    0.0613046
     0.204500      1.18876   -0.0555539    0.0536370
     0.167900      1.13368   -0.0632215    0.0689650
     0.124600      1.10650   -0.0363994    0.0268149
    0.0812300      1.12438   -0.0363994    0.0498104
     0.108000      1.08576   -0.0440598    0.0517273
    0.0479100      1.10149   -0.0344825    0.0536370
    0.0613600      1.04713   -0.0325656    0.0478935
    0.0279600      1.06072   -0.0459766    0.0402260
    0.0179000      1.09005   -0.0287318    0.0344825
     0.144600      1.11437   -0.0478935    0.0459766
