0.03749 183.2
0.1311  164.4
0.2982  148.8
0.8323  136.3
1.226   133.0
1.626   128.6
2.027   127.4
2.554   125.6
3.074   125.5
3.555   124.3
4.016   124.2
4.590   124.0
5.157   122.8
5.744   122.6
6.171   121.4
6.458   121.3
