6.450   62.12
6.230   63.17
5.789   67.20
5.308   69.34
4.467   75.46
3.956   79.52
3.265   86.54
2.654   96.39
2.173   104.2
1.482   118.9
1.071   132.5
0.7612  147.0
0.4707  161.5
0.2704  175.9
0.1602  181.7
0.05008 178.9
0.03005 167.4
