    0.0582656      1.15290    0.0592918   -0.0592918
     0.111111      1.17925    0.0329399   -0.0329399
     0.157182      1.17266    0.0395279   -0.0395279
     0.163957      1.07384    0.0395279   -0.0395279
     0.220867      1.10678    0.0395279   -0.0395279
     0.228997      1.15948    0.0461159   -0.0461159
     0.315718      1.11337    0.0329399   -0.0329399
     0.329268      1.04749    0.0395279   -0.0395279
     0.448509      1.10678    0.0461159   -0.0461159
     0.460705      1.11337    0.0527039   -0.0527039
     0.588076      1.04749    0.0658798   -0.0658798
     0.594851      1.13972    0.0527039   -0.0527039
     0.716802     0.961845    0.0856438   -0.0856438
     0.745257     0.981609     0.118584    -0.118584
     0.882114     0.948669     0.111996    -0.111996
     0.894309     0.849850     0.118584    -0.118584
