0.06010 226.2
0.1302  208.4
0.2504  191.8
0.5008  177.4
0.8814  168.9
1.292   163.9
1.642   160.2
2.063   158.7
2.464   157.3
2.904   155.9
3.515   154.4
4.146   152.8
4.707   152.5
5.308   152.2
5.889   149.5
6.360   149.2
