      1.91935  0.000963465    0.0935506     0.202178
      3.83737  0.000249118    0.0359200     0.568111
      5.75920  0.000134688    0.0542517      1.10512
      7.67906  8.41279e-05   -0.0304078      1.75831
      9.59701  6.23204e-05   0.00640768      2.55604
      11.5188  4.81948e-05     0.114082      3.47637
      13.4398  3.63526e-05    0.0579827      4.44518
      15.3594  2.96141e-05     0.108245      5.49540
      17.2693  2.33247e-05    0.0990270      6.55753
      19.1987  2.09291e-05     0.115504      7.74772
      21.1191  1.82417e-05     0.107750      9.01477
      23.0390  1.51432e-05     0.105310      10.2763
      24.9585  1.33390e-05     0.142893      11.5891
      26.8797  1.15883e-05     0.119794      12.9193
      28.7971  1.02598e-05     0.100518      14.2778
      30.7200  9.51124e-06    0.0982139      15.7168
      32.6393  8.71380e-06     0.126766      17.2108
      34.5594  7.81781e-06    0.0993349      18.7184
      36.4794  7.24189e-06     0.121109      20.2791
      38.3986  6.78198e-06    0.0482888      21.9029
      40.3189  5.64220e-06    0.0739236      23.3959
      42.2398  4.93791e-06    0.0415379      24.8331
      44.1599  4.41410e-06    0.0734243      26.2402
      46.0777  3.88600e-06    0.0502065      27.5914
