   0.00667486      1.47835   -0.0174677    0.0152834
    0.0194126      1.44548   -0.0196520    0.0130990
    0.0363707      1.38249   -0.0196520    0.0196520
    0.0618843      1.34072   -0.0196520    0.0174677
    0.0831330      1.31675   -0.0174677    0.0196520
     0.104426      1.28799   -0.0152834    0.0152834
     0.125656      1.25581   -0.0196520    0.0196520
     0.147013      1.25786   -0.0196520    0.0130990
     0.166075      1.17501   -0.0196520    0.0196520
     0.187368      1.16816   -0.0196520    0.0152834
     0.206430      1.09832   -0.0196520    0.0174677
     0.229954      1.13119   -0.0152834    0.0174677
     0.251248      1.11133   -0.0174677    0.0174677
     0.272477      1.05929   -0.0655226    0.0611540
     0.323670      1.08326   -0.0371265    0.0349422
     0.293834      1.09421   -0.0349422    0.0305736
     0.362049      1.05244   -0.0327579    0.0414951
     0.415474      1.12639   -0.0305736    0.0283892
     0.487896      1.08052   -0.0371265    0.0349422
     0.581740      1.10037   -0.0393108    0.0371265
     0.717851      1.00657   -0.0480481    0.0480481
     0.958834     0.927820   -0.0655226    0.0633383
      1.35091      1.02163    -0.270814     0.262049
