     0.670327    0.0845356      169.165     0.162109
      2.79014    0.0135377      144.187    -0.323756
      4.72222   0.00564688      126.764    -0.111745
      6.66711   0.00284594      120.295    -0.186347
      8.59560   0.00159892      114.159    -0.211154
      10.5146   0.00103439      105.743    -0.181321
      12.4496  0.000690466      98.0688    -0.197944
      14.3685  0.000477871      92.4710    -0.122346
      16.3057  0.000341459      90.6211   -0.0426127
      18.2402  0.000293421      83.1296    0.0975238
      20.1403  0.000240591      77.5175     0.382522
      22.0566  0.000193558      73.8807     0.350157
      23.9666  0.000151183      70.7196     0.392272
      25.8730  0.000110504      71.0981    0.0596512
      27.8321  8.54515e-05      73.4246    -0.268399
      29.7506  7.86946e-05      72.6798    -0.352156
      31.6772  6.91843e-05      71.2623    -0.334216
      33.5994  5.93946e-05      68.0488    -0.482001
      35.4737  4.93573e-05      61.8450    -0.417019
      37.4039  3.92066e-05      55.5693    -0.248186
      39.3092  2.74471e-05      51.8284     0.169892
      41.2201  1.98281e-05      50.2112     0.718161
      43.1514  1.02201e-05      54.9581   0.00251404
      45.0771  5.71945e-06      65.7058    -0.461240
